3i
Aberdeen Asset Management
Admiral Group
Anglo American plc
Antofagasta
ARM Holdings
Ashtead Group
Associated British Foods
AstraZeneca
Aviva
Babcock International
BAE Systems
Barclays
Barratt Developments
Berkeley Group Holdings
BHP Billiton
BP
British American Tobacco
British Land
BT Group
Bunzl
Burberry
Capita
Carnival Corporation & plc
Centrica
Coca-Cola HBC AG
Compass Group
CRH plc
DCC plc
Diageo
Direct Line Group
Dixons Carphone
EasyJet
Experian
Fresnillo plc
GKN
GlaxoSmithKline
Glencore
Hammerson
Hargreaves Lansdown
Hikma Pharmaceuticals
HSBC
Imperial Brands
Inmarsat
InterContinental Hotels Group
International Consolidated Airlines Group SA
Intertek
Intu Properties
ITV plc
Johnson Matthey
Kingfisher plc
Land Securities
Legal & General
Lloyds Banking Group
London Stock Exchange Group
Marks & Spencer
Merlin Entertainments
Mondi
National Grid plc
Next plc
Old Mutual
Pearson PLC
Persimmon plc
Provident Financial
Prudential plc
Randgold Resources
Reckitt Benckiser
RELX Group
Rexam
Rio Tinto Group
Rolls-Royce Holdings
Royal Bank of Scotland Group
Royal Dutch Shell
Royal Mail
RSA Insurance Group
SABMiller
Sage Group
Sainsbury's
Schroders
Severn Trent
Shire plc
Sky plc
Smith & Nephew
Smiths Group
Sports Direct
SSE plc
St. James's Place plc
Standard Chartered
Standard Life
Taylor Wimpey
Tesco
Travis Perkins
TUI Group
Unilever
United Utilities
Vodafone Group
Whitbread
Wolseley plc
Worldpay
WPP plc
